x,y,interior,uz,uz_exact,uz_error,ur,ur_exact,ur_error,p,p_exact,p_error,mu_t,mu_t_exact,mu_t_error,mu_eff,mu_eff_exact,mu_eff_error
0.0078125,0.0078125,False,1.3110513498682e-06,0.00012014107731070367,-0.00011883002596083548,-0.0001182839858582,-0.00011920963742190205,9.256515637020489e-07,0.005897805034228,4.76837158203125e-07,0.0058973281970697965,0.0021687677485729,0.00219651756498763,-2.7749816414729747e-05,0.012168767748573,0.01219651756498763,-2.7749816414630868e-05
0.0078125,0.0234375,False,9.2642285336652e-06,0.00011990647691070833,-0.00011064224837704312,-0.0003544399395519,-0.0003572797292392127,2.8397896873126973e-06,0.0059017816977322,4.291534423828125e-06,0.005897490163308372,0.0027362930928456,0.002764825883454491,-2.8532790608890805e-05,0.012736293092846,0.01276482588345449,-2.8532790608491385e-05
0.0078125,0.0390625,False,1.5502290973236e-05,0.00011943779182618797,-0.00010393550085295197,-0.0005947876187343,-0.0005943031247349073,-4.844939993926389e-07,0.0059131209496042,1.1920928955078125e-05,0.005901200020649122,0.0036117292614923,0.0036401016350994676,-2.837237360716737e-05,0.013611729261492,0.013640101635099468,-2.8372373607468346e-05
0.0078125,0.0546875,False,1.8072202322062e-05,0.00011873605348808325,-0.00010066385116602125,-0.000835629931064,-0.0008295848688874563,-6.04506217654374e-06,0.0059257928295964,2.3365020751953125e-05,0.005902427808844447,0.0046131949721303,0.004645121168565281,-3.192619643498096e-05,0.01461319497213,0.01464512116856528,-3.1926196435281065e-05
0.0078125,0.0703125,False,1.8271008608783e-05,0.00011780280904280516,-9.953180043402216e-05,-0.0010746925575594,-0.0010624342704646517,-1.2258287094748382e-05,0.005938832979915,3.8623809814453125e-05,0.0059002091701005465,0.0056653497353231,0.005703239601674281,-3.788986635118105e-05,0.015665349735323,0.01570323960167428,-3.7889866351281665e-05
0.0078125,0.0859375,False,1.7359891866987e-05,0.000116640121352235,-9.928022948524801e-05,-0.0013107225307054,-0.0012921666075393357,-1.8555923166064386e-05,0.0059533769873208,5.7697296142578125e-05,0.0058956796911782215,0.0067361278121457,0.0067801960226981095,-4.406821055240925e-05,0.016736127812146,0.01678019602269811,-4.406821055211174e-05
0.0078125,0.1015625,False,1.6077903608573e-05,0.00011525056899372443,-9.917266538515143e-05,-0.0015428207273084,-0.0015181048330051294,-2.4715894303270567e-05,0.0059704989771839,8.058547973632812e-05,0.005889913497447572,0.0078089362596695,0.007858203440382345,-4.92671807128444e-05,0.017808936259669,0.017858203440382345,-4.926718071334574e-05
0.0078125,0.1171875,False,1.4777692910298e-05,0.00011363724626009541,-9.885955334979742e-05,-0.0017702355394989,-0.0017395812800921617,-3.0654259406738245e-05,0.0059908515764026,0.00010728836059570312,0.005883563215806897,0.0088733603288916,0.00892647652825283,-5.3116199361229535e-05,0.018873360328892,0.018926476528252828,-5.3116199360828814e-05
0.0078125,0.1328125,False,1.3600145553721e-05,0.00011180376315964025,-9.820361760591924e-05,-0.0019922879114739,-0.0019559393678827974,-3.6348543591102535e-05,0.0060148094997077,0.00013780593872070312,0.005877003560986997,0.00992187745657,0.00997754433158252,-5.566687501252013e-05,0.01992187745657,0.019977544331582518,-5.566687501251666e-05
0.0078125,0.1484375,False,1.2584214791632e-05,0.00010975424541612155,-9.717003062448955e-05,-0.0022083340612542,-0.0021665353068273663,-4.1798754426833513e-05,0.0060425933594926,0.00017213821411132812,0.005870455145381272,0.010948537840033,0.011005668900428619,-5.713106039561926e-05,0.020948537840033,0.02100566890042862,-5.713106039561752e-05
0.0078125,0.1640625,False,1.1724038269794e-05,0.0001074933344687723,-9.576929619897829e-05,-0.0024177495678864,-0.0023707398042598915,-4.700976362650858e-05,0.006074332397519,0.00021028518676757812,0.005864047210751422,0.011948353704449,0.012006104631838726,-5.7750927389726286e-05,0.021948353704449,0.022006104631838726,-5.7750927389726286e-05
0.0078125,0.1796875,False,1.0996658648995e-05,0.00010502618747229575,-9.402952882330075e-05,-0.0026199249136231,-0.0025679397699138184,-5.1985143709281506e-05,0.0061100983034617,0.0002522468566894531,0.005857851446772247,0.012916979873356,0.012974725377903003,-5.774550454700281e-05,0.022916979873356,0.022974725377903002,-5.774550454700281e-05
0.0078125,0.1953125,False,1.0374959581047e-05,0.00010235847729686554,-9.198351771581853e-05,-0.0028142657266322,-0.0027575400214377432,-5.672570519445674e-05,0.0061499260375057,0.0002980232238769531,0.005851902813628747,0.013850531531941,0.013907825819616517,-5.7294287675518224e-05,0.023850531531941,0.023907825819616518,-5.7294287675518224e-05
0.0078125,0.2109375,False,9.8333387781014e-06,9.949639252812559e-05,-8.966305375002419e-05,-0.0030001945980726,-0.0029389649899111414,-6.122960816145858e-05,0.0061938272318219,0.0003476142883300781,0.005846212943491822,0.014745474388887,0.01480201122228004,-5.6536833393039734e-05,0.024745474388887,0.02480201122228004,-5.653683339304147e-05
0.0078125,0.2265625,False,9.3498543229996e-06,9.644663746719018e-05,-8.709678314419058e-05,-0.0031771533296545,-0.0031116604253600966,-6.549290429440358e-05,0.0062417989167421,0.0004010200500488281,0.005840778866693272,0.015598556459933,0.01565413467339465,-5.557821346164997e-05,0.025598556459933,0.025654134673394648,-5.5578213461648235e-05
0.0078125,0.2421875,False,8.9067063324941e-06,9.32164321306439e-05,-8.43097257981498e-05,-0.0033446052283597,-0.003275095102273029,-6.951012608667111e-05,0.0062938292811141,0.0004582405090332031,0.005835588772080897,0.016406765285327,0.01646126111480741,-5.4495829480413066e-05,0.026406765285327,0.026461261114807413,-5.4495829480413066e-05
0.0078125,0.2578125,False,8.4899824184398e-06,8.981351225054168e-05,-8.132352983210188e-05,-0.0035020373280617,-0.0034287625251164244,-7.327480294527572e-05,0.0063499015080573,0.0005192756652832031,0.005830625842774097,0.017167301369948,0.017220647146901618,-5.334577695361928e-05,0.027167301369948,0.027220647146901616,-5.334577695361581e-05
0.0078125,0.2734375,False,8.0891245044908e-06,8.624612927440878e-05,-7.815700476991797e-05,-0.003648962512972,-0.0035721826338505624,-7.677987912143745e-05,0.0064099963154654,0.0005841255187988281,0.005825870796666572,0.017877562297824,0.017929730462856366,-5.2168165032364516e-05,0.027877562297824,0.027929730462856364,-5.2168165032364516e-05
0.0078125,0.2890625,False,7.6963359962859e-06,8.252305036524077e-05,-7.482671436895486e-05,-0.0037849215520419,-0.0037049035094452454,-8.001804259665478e-05,0.0064740936034214,0.0006527900695800781,0.005821303533841322,0.018535134039076,0.01858612535391592,-5.0991314839918256e-05,0.028535134039076,0.02858612535391592,-5.0991314839921725e-05
0.0078125,0.3046875,False,7.3060275546913e-06,7.865355840150356e-05,-7.134753084681226e-05,-0.0039094850629799,-0.003826503079395527,-8.2981983584373e-05,0.0065421734827202,0.0007252693176269531,0.005816904165093247,0.019137787195774,0.01918762215127543,-4.983495550143005e-05,0.029137787195774,0.029187622151275433,-4.983495550143352e-05
0.0078125,0.3203125,False,6.914339173386e-06,7.46474519771334e-05,-6.77331128037474e-05,-0.0040222554245873,-0.00393659082323744,-8.566460134985972e-05,0.0066142168796882,0.0008015632629394531,0.005812653616748747,0.019683476693501,0.019732189285126326,-4.8712591625324486e-05,0.029683476693501,0.029732189285126324,-4.8712591625324486e-05
0.0078125,0.3359375,False,6.5187467406466e-06,7.051504540153686e-05,-6.399629866089026e-05,-0.0041228686532551,-0.004034809478063728,-8.80591751913724e-05,0.0066902058601854,0.0008816719055175781,0.005808533954667822,0.020170343911137,0.020217977122861226,-4.763321172422674e-05,0.030170343911137,0.030217977122861228,-4.763321172422674e-05
0.0078125,0.3515625,False,6.1177477642801e-06,6.626716869959082e-05,-6.014942093531072e-05,-0.0042109962561803,-0.004120836744039569,-9.015951214073111e-05,0.0067701237799219,0.0009655952453613281,0.005804528534560572,0.020596720559331,0.02064332304119525,-4.6602481864249645e-05,0.030596720559331,0.03064332304119525,-4.6602481864249645e-05
0.0078125,0.3671875,False,5.7106156398461e-06,6.191516761164251e-05,-5.620455197179641e-05,-0.0042863470708449,-0.004194386989918308,-9.196008092659125e-05,0.0068539553434703,0.0010533332824707031,0.005800622060999597,0.020961133829746,0.021006757369639403,-4.56235398934024e-05,0.030961133829746,0.031006757369639405,-4.562353989340587e-05
