id,lm,mu_eff_out,mu_t_out,p,ur,uz,x,y,z
502,0.045,0.0038846238492421,0.00055129084924214,0.00039648219541361,-0.0063137715475146,-0.11679790728309,-6.8057944103074,1.1792193824212,0
388,0.045,0.0034655061981573,0.00013217319815733,2.9443749626866e-06,0.03956357585807,0.041703967295191,-6.7648032279992,6.1912405928423,0
492,0.045,0.0033527513514471,1.9418351447143e-05,0.00028988590334176,-0.0045697879751168,-0.035807380865149,-6.7647495207971,2.6420155293253,0
480,0.045,0.0033574747128377,2.4141712837666e-05,0.00022007699011676,-0.00059304789237161,-0.03026306922835,-6.7611802720834,3.4143446207324,0
503,0.045,0.0035187108364579,0.00018537783645793,0.0003291591745209,-0.0073365239477565,-0.063912869799859,-6.757265194142,1.5368289953672,0
415,0.045,0.0034484846445801,0.0001151516445801,-9.3223260855642e-05,0.023025297306589,0.012835577209334,-6.7470374367171,5.6312402286329,0
361,0.045,0.0033795871058065,4.6254105806491e-05,0.00035534565667515,0.049330256562409,0.059489189713208,-6.722291729326,6.7705029037661,0
1419,0.045,0.0035223916061991,0.00018905860619911,0.00076801451944867,0.037014963247668,0.044915665674139,-6.702306715811,7.3593976466959,0
504,0.045,0.0033965811353236,6.3248135323552e-05,0.00031763485901695,-0.0074168405504452,-0.046059429897074,-6.6979432326499,1.8925173688156,0
1416,0.040606718733941,0.0035082770716948,0.00017494407169477,0.00083867741344234,0.006756141686717,0.0078080636792994,-6.6880053919516,7.918114788584,0
455,0.045,0.0033791125198398,4.5779519839808e-05,3.2479743850348e-05,0.0075819266842728,-0.016466542991519,-6.6867019482056,4.6383129797194,0
468,0.045,0.0033672661581578,3.3933158157782e-05,0.00010080097671967,0.0039669563604515,-0.022996056631675,-6.6761470163969,4.1998840083426,0
493,0.045,0.0033528545466252,1.952154662522e-05,0.00025500164823058,-0.003145406111351,-0.033713445258182,-6.6671243334527,2.9982115452898,0
442,0.045,0.0033963453919594,6.3012391959375e-05,-4.6111225235866e-05,0.012145791327863,-0.0074663538721949,-6.6614822209432,5.0825828818441,0
481,0.045,0.0033598238821884,2.649088218843e-05,0.00015890839272356,0.00092238421215819,-0.027950311573138,-6.6324057985252,3.769706740486,0
402,0.045,0.0034611973534128,0.00012786435341283,-9.1778152787885e-05,0.031717292638694,0.031723601700822,-6.6294690136941,6.0847011913293,0
505,0.045,0.0033586237490753,2.5290749075328e-05,0.00030548263913399,-0.0065680226886276,-0.039597735738984,-6.6279349435065,2.245760969482,0
32,0.045,0.0060357152946053,0.0027023822946053,0.00064913203667044,0.0053443766422588,-1.1311486140692,-6.614148067478,0.12500000400029,0
33,0.045,0.0059563639120705,0.0026230309120705,0.00047387146745806,0.0083833921478709,-0.79856447559858,-6.6114135953035,0.37500001200029,0
234,0.045,0.0054971628145507,0.0021638298145507,0.00044530474311271,0.0040577135549766,-0.47963475822447,-6.6059337331672,0.62500002000023,0
429,0.045,0.0034226284420537,8.9295442053749e-05,-0.00012638564052627,0.017843042340951,0.0050863783128896,-6.5980512943191,5.5301129865473,0
235,0.045,0.0046512793562392,0.0013179463562392,0.00031848015764976,-0.0021385319177532,-0.24683633270422,-6.597708481069,0.87500002800023,0
375,0.045,0.0034110345295915,7.7701529591479e-05,0.00017948786301451,0.044058637898486,0.054616878068622,-6.5892481545993,6.6462315572485,0
516,0.045,0.0038824790288673,0.00054914602886733,0.00039439421027547,-0.0065736333724909,-0.11491270061493,-6.5728550143703,1.1739131839889,0
1418,0.045,0.0034435094034316,0.00011017640343163,0.00063493068411017,0.043033177339239,0.05538786359465,-6.5637159032797,7.2152545191958,0
494,0.045,0.0033543192505708,2.0986250570777e-05,0.00020763908210976,-0.0017663628803738,-0.031789961985104,-6.5582076576533,3.3500134433712,0
1415,0.045,0.0035487016061536,0.00021536860615364,0.00085173144527947,0.019944314270772,0.024937682110845,-6.5551801227052,7.7686410778629,0
506,0.045,0.0033504772653059,1.7144265305876e-05,0.00028255929317108,-0.0053829046867807,-0.036693483850123,-6.5473721239333,2.5960420712777,0
517,0.045,0.0035188558761129,0.00018552287611294,0.00033060284430776,-0.0077187424860601,-0.063552455627794,-6.5265240500333,1.5209976724804,0
469,0.045,0.0033712737849231,3.7940784923053e-05,1.3666029378783e-05,0.0055252663155118,-0.019607723271655,-6.5131727472084,4.5500971199597,0
456,0.045,0.0033849771942474,5.1644194247354e-05,-6.6157651263983e-05,0.0093434622564232,-0.011848289444628,-6.4997532340469,4.9875785316198,0
416,0.045,0.0034486397321717,0.00011530673217173,-0.00015646262304962,0.025026874978646,0.022324058629671,-6.4941347993889,5.9781617898162,0
482,0.045,0.003362481628292,2.9148628291988e-05,8.5389746132167e-05,0.0023359147729535,-0.02533338790427,-6.4917915397686,4.1190755230621,0
518,0.045,0.0033960571997179,6.272419971793e-05,0.00031752447263101,-0.0079115301996907,-0.046249739555098,-6.4705364188251,1.8663631572109,0
389,0.045,0.0034327722651339,9.9439265133897e-05,4.8140044349387e-05,0.037916142171956,0.047608746749346,-6.4684392461356,6.5350341745937,0
507,0.045,0.0033501881725542,1.6855172554245e-05,0.00024811966014879,-0.0041536153027613,-0.034806229539085,-6.4564116378792,2.9428499838768,0
443,0.045,0.0034041279223676,7.079492236758e-05,-0.00015035213169959,0.013903601708056,-0.0011156111960247,-6.4490651519211,5.4289857444618,0
495,0.045,0.0033561835706681,2.2850570668069e-05,0.00014805402125545,-0.00047529293356331,-0.02972530304166,-6.4382269797265,3.6968763292878,0
1417,0.045,0.0033839299541764,5.0596954176394e-05,0.00044266685858062,0.042953324376782,0.058576027001122,-6.4251250907488,7.071111391696,0
1414,0.045,0.00351283431739,0.00017950131738995,0.00082064028031155,0.03031392262761,0.040633125892213,-6.4223548534587,7.6191673671417,0
519,0.045,0.0033573117741497,2.397877414973e-05,0.00030485502096225,-0.0072292957818695,-0.040075854729333,-6.4049873365604,2.2095412136627,0
1411,0.040607016350632,0.0034798641033606,0.00014653110336065,0.00087261631575072,0.0053271288392405,0.0066365179893115,-6.3866022241616,8.1774433505499,0
34,0.045,0.0061157270800247,0.0027823940800247,0.00066528834062767,0.0055175744753549,-1.1443717631971,-6.3779768902215,0.12500000400029,0
35,0.045,0.0060201860756003,0.0026868530756003,0.00049253942271692,0.0086117626268656,-0.80193107404293,-6.3755641206555,0.37500001200029,0
